word,definition
"preternatural","surpassing the ordinary or normal"
"preadolescent","of or relating to or designed for children between the ages of 9 and 12"
"platitudinous","dull and tiresome but with pretensions of significance or originality"
"prehistorical","belonging to or existing in times before recorded history"
"paternalistic","benevolent but sometimes intrusive"
"physiological","of or consistent with an organism's normal functioning"
"physiological","of or relating to the biological study of physiology"
"psychological","mental or emotional as opposed to physical in nature"
"psychological","of or relating to or determined by psychology"
"precautionary","taken in advance to protect against possible danger or failure"
"predetermined","set in advance"
"pointillistic","of or relating to pointillism"
"purple-veined","(of flowers) showing purple markings that resemble veins"
"policy-making","concerned with policy, not administration"
"pronounceable","capable of being uttered or pronounced"
"prefigurative","indistinctly prophetic"
"parenthetical","qualifying or explaining"
"parenthetical","an expression in parentheses, especially serving as an aside or supplementary piece of content"
"purpose-built","designed and constructed to serve a particular purpose"
"potty-trained","(of children) trained to use the toilet"
"paddle-shaped","shaped in the form of a paddle"
"pentasyllabic","having or characterized by or consisting of five syllables"
"pound-foolish","unwise in dealing with large sums"
"pleurocarpous","(of mosses) having the archegonia on short lateral branches"
"postulational","of or relating to or derived from axioms"
"photochemical","of or relating to or produced by the effects of light on chemical systems"
"pneumogastric","of or relating to or involving the lungs and stomach"
"pneumogastric","of or relating to the vagus nerve"
"pneumogastric","a mixed nerve that supplies the pharynx and larynx and lungs and heart and esophagus and stomach and most of the abdominal viscera"
"pre-Christian","of or relating to or being the time before the beginning of the Christian era"
"premenopausal","prior to menopause"
"photometrical","of or relating to photometry"
"phrenological","of or relating to phrenology"
"plagioclastic","of or relating to plagioclase"
"pilosebaceous","of or relating to a hair follicle and its sebaceous gland"
"plutocratical","of or relating to or characteristic of a plutocrat"
"polarographic","of or involving polarography"
"palatoglossal","relating to the palate and tongue"
"polydactylous","of or relating to a person (or other vertebrate) having more than the normal number of digits"
"prosthodontic","of or relating to prosthodontics"
"proteinaceous","relating to or of the nature of protein"
"photoemissive","of or relating to photoemission"
"photoelectric","of or pertaining to photoelectricity"
"postmodernist","of or relating to postmodernism"
"Peloponnesian","of or relating to Peloponnesus"
"pharmacologic","of or relating to pharmacology"
"psychiatrical","relating to or used in or engaged in the practice of psychiatry"
"psychogenetic","of or relating to the origin and development of the mind"
"psychogenetic","of or relating to the psychological cause of a disorder"
"polymorphemic","consisting of two or more morphemes"
"piezoelectric","relating to or involving piezoelectricity"
"pre-Columbian","of or relating to or originating in the Americas before the arrival of Columbus"
"paleocortical","of or relating to the olfactory cortex of the cerebrum"
"prepositional","of or relating to or formed with a preposition"
"probabilistic","of or relating to or based on probability"
"probabilistic","of or relating to the Roman Catholic philosophy of probabilism"
"pyrotechnical","of or relating to the craft of making fireworks"
"point-of-sale","of or relating to or being the location where something is purchased"
"preoccupation","the act of taking occupancy before someone else does"
"preoccupation","the mental state of being preoccupied by something"
"preoccupation","an idea that preoccupies the mind and holds the attention"
"place-kicking","(sports) a kick in which the ball is placed on the ground before kicking"
"pulverization","annihilation by pulverizing something"
"pulverization","the act of grinding to a powder or dust"
"pulverization","a solid substance in the form of tiny loose particles"
"pulverisation","annihilation by pulverizing something"
"pulverisation","the act of grinding to a powder or dust"
"pulverisation","a solid substance in the form of tiny loose particles"
"peregrination","traveling or wandering around"
"perambulation","a leisurely walk (usually in some public place)"
"perambulation","a walk around a territory (a parish or manor or forest etc.) in order to officially assert and record its boundaries"
"pervaporation","the concentration of a colloidal solution whose colloid will not pass through a semipermeable membrane"
"pony-trekking","a sport in which people ride across country on ponies"
"precentorship","the position of precentor"
"preceptorship","the position of preceptor"
"presidentship","the office and function of president"
"principalship","the post of principal"
"proconsulship","the position of proconsul"
"professorship","the position of professor"
"protectorship","the position of protector"
"pandiculation","yawning and stretching (as when first waking up)"
"psychosurgery","brain surgery on human patients intended to relieve severe and otherwise intractable mental or behavioral problems"
"pneumonectomy","surgical removal of a lung (usually to treat lung cancer)"
"prostatectomy","surgical removal of part or all of the prostate gland"
"physiotherapy","therapy that uses physical agents: exercise and massage and other modalities"
"psychotherapy","the treatment of mental or emotional problems by psychological means"
"psychotherapy","the branch of psychiatry concerned with psychological methods"
